대피소명,주소,위도,경도,수용인원,시도,시군구
중리초등학교,대구광역시 서구 국채보상로 135(이현동),35.8694,128.5452,5603,대구,서구
달서초등학교,대구광역시 서구 국채보상로34길 35(중리동),35.8663,128.5505,7333,대구,서구
경운초등학교,대구광역시 서구 평리로54길 16(내당동),35.8615,128.5529,9438,대구,서구
평리초등학교,대구광역시 서구 국채보상로53길 6-5 (평리동),35.8727,128.5599,6787,대구,서구
경덕여자고등학교,대구광역시 서구 국채보상로34길 50(중리동),35.8643,128.5494,4945,대구,서구
인지초등학교,대구광역시 서구 서대구로66길 20(비산동),35.8868,128.5666,7579,대구,서구
양남초등학교 상계분교 운동장,경상북도 경주시 양남면 화림길 7-3 ,35.669359,129.424819,1818,경북,경주시
도동초등학교 운동장,경상남도 진주시 대신로 324(하대동),35.189244,128.117592,12012,경남,진주시
화랑초등학교 운동장,부산광역시 서구 대영로86번길 56(동대신동1가),35.10841471,129.0211942,5522,부산,서구
교리초등학교 운동장,부산광역시 기장군 기장읍 차성로 427,35.25478557,129.2168192,5489,부산,기장군
상가번영회 주차장,경상북도 포항시 남구 송도해안길73번길 1(송도동),36.0368426,129.3779985,3030,경북,포항시
정관중학교 운동장,부산광역시 기장군 정관읍 정관로 531,35.32347456,129.17271,4198,부산,기장군
기장철마체육공원 축구장,부산광역시 기장군 철마면 철마로 543,35.27265583,129.1555138,9957,부산,기장군
연미초등학교 운동장,부산광역시 연제구 금련로38번길 84(연산동),35.17116417,129.0924507,12254,부산,연제구
성모여자고등학교운동장,부산광역시 부산진구 양지로 29-1 (양정동),35.16675316,129.0718683,5162,부산,부산진구
꿈나무공원,부산광역시 연제구 거제천로124번길 15(연산동),35.18460719,129.0761833,2019,부산,연제구
남천중학교 운동장,부산광역시 남구 황령대로492번길 71(대연동),35.13599275,129.1050518,5835,부산,남구
부산개성중학교운동장,부산광역시 부산진구 엄광로 176-12 (가야동),35.14631964,129.0329411,7030,부산,부산진구
서면중학교운동장,부산광역시 부산진구 가야대로747번길 53(부암동),35.16021865,129.0524705,1818,부산,부산진구
개포초등학교운동장,부산광역시 부산진구 백양대로208번길 9(개금동),35.1584945,129.0265882,3392,부산,부산진구
부산마케팅고등학교운동장,부산광역시 부산진구 봉수로 13(전포동),35.15133751,129.0704408,6061,부산,부산진구
양정초등학교운동장,부산광역시 부산진구 중앙대로941번길 24(양정동),35.17506223,129.0712021,5273,부산,부산진구
만리산체육공원 입구,부산광역시 부산진구 엄광로 479-1 (범천동),35.14488902,129.0518045,1454,부산,부산진구
센텀초등학교운동장,부산광역시 해운대구 센텀중앙로 166(재송동),35.18074497,129.1222501,3676,부산,해운대구
신도고등학교운동장,부산광역시 해운대구 좌동순환로 64(좌동),35.1712124,129.1674989,7296,부산,해운대구
신도중학교운동장,부산광역시 해운대구 좌동순환로 50(좌동),35.1703617,129.1669786,5536,부산,해운대구
해강초등학교운동장,부산광역시 해운대구 해운대해변로 73(우동),35.16202957,129.1411328,5539,부산,해운대구
해운대중학교운동장,부산광역시 해운대구 우동2로30번길 99(우동),35.1713615,129.161464,6212,부산,해운대구
해운대초등학교운동장,부산광역시 해운대구 중동2로24번길 30(중동),35.16434072,129.1660559,4690,부산,해운대구
웅동초등학교운동장,경상남도 창원시 진해구 마천로 29(마천동),35.12677489,128.783108,5187,경남,창원시
안청초등학교운동장,경상남도 창원시 진해구 안골로 303(안골동),35.0995039,128.8065378,3212,경남,창원시
연제초등학교 운동장,부산광역시 연제구 중앙대로1065번길 14(연산동),35.18424256,129.0785328,7854,부산,연제구
효정고등학교 운동장,울산광역시 북구 율동2길 41(효문동),35.56300585,129.3754506,10360,울산,북구
풍기중학교 운동장,경상북도 영주시 풍기읍 동성로 34,36.87039105,128.5324716,4329,경북,영주시
신호초등학교 운동장,부산광역시 강서구 신호이로75번길 12(신호동),35.08186024,128.8783016,5173,부산,강서구
내성중학교 운동장,부산광역시 동래구 중앙대로 1297(온천동),35.20333243,129.0770404,4969,부산,동래구
부산동성고등학교운동장,부산광역시 부산진구 동성로 16(전포동),35.15144215,129.0689063,8485,부산,부산진구
사직고등학교 운동장,부산광역시 동래구 쇠미로119번길 51(사직동),35.20332049,129.0565634,5666,부산,동래구
남일중학교 운동장,부산광역시 동래구 온천천로531번길 49(안락동),35.19244772,129.1114785,5355,부산,동래구
일산해수욕장 공용주차장,울산광역시 동구 일산진11길 31(일산동),35.49812747,129.4306397,5939,울산,동구
남부민초등학교 운동장,부산광역시 서구 천마로 153(남부민동),35.08969718,129.0228474,15206,부산,서구
동평초등학교운동장,부산광역시 부산진구 당감서로65번길 31(당감동),35.16711101,129.0352079,11890,부산,부산진구
동평중학교운동장,부산광역시 부산진구 백양순환로119번길 12-31 (부암동),35.17103561,129.0416587,7935,부산,부산진구
부암초등학교운동장,부산광역시 부산진구 신천대로263번길 26(부암동),35.1647705,129.0486771,2545,부산,부산진구
가야고등학교운동장,부산광역시 부산진구 엄광로 152(가야동),35.14597685,129.0314198,8484,부산,부산진구
연제고등학교 운동장,부산광역시 연제구 쌍미천로30번길 31(연산동),35.17732495,129.0914208,4800,부산,연제구
상동초등학교 운동장,경상남도 밀양시 상동면 금산5길 4,35.55333755,128.7618299,7854,경남,밀양시
과정공원,부산광역시 연제구 과정로 227(연산동),35.1873926,129.1019704,2360,부산,연제구
동래사적공원(읍성광장),부산광역시 동래구 동래역사관길 18(복천동),35.20926678,129.0891775,24242,부산,동래구
명정초등학교운동장,울산광역시 중구 명난로 115(태화동),35.55241207,129.2892307,7447,울산,중구
제일중학교운동장,울산광역시 중구 태화로 77(태화동),35.554346,129.2846708,10051,울산,중구
울산중앙고등학교운동장,울산광역시 중구 난곡로 33(태화동),35.55563064,129.285146,17142,울산,중구
남외초등학교운동장,울산광역시 중구 남외3길 40(남외동),35.56571755,129.3484122,388,울산,중구
사직여자고등학교 운동장,부산광역시 동래구 쇠미로27번길 21(사직동),35.19659077,129.0520634,3677,부산,동래구
동인고등학교 운동장,부산광역시 동래구 쇠미로31번길 34(사직동),35.19779785,129.0507012,12000,부산,동래구
밀양동명고등학교 운동장,경상남도 밀양시 하남읍 동명길 14,35.37318603,128.7129025,7412,경남,밀양시
태룡초등학교 운동장,경상남도 밀양시 단장면 국전로 15-8 ,35.51387369,128.8765003,5055,경남,밀양시
경남중학교 운동장,부산광역시 서구 까치고개로229번길 7(토성동3가),35.10016097,129.0203798,8106,부산,서구
무안초등학교 운동장,경상남도 밀양시 무안면 사명로 531,35.47289458,128.650986,6458,경남,밀양시
동주초등학교  운동장 ,부산광역시 사상구 가야대로306번길 72(주례동),35.14681793,129.0053484,5804,부산,사상구
부산솔빛학교 운동장,부산광역시 사상구 삼덕로5번길 171(삼락동),35.18215239,128.978827,5312,부산,사상구
가락초등학교 운동장,부산광역시 강서구 호계로 41(죽림동),35.19590208,128.8959894,5212,부산,강서구
동원초등학교운동장,부산광역시 부산진구 백양산로 43(당감동),35.17306046,129.0311897,2715,부산,부산진구
부산진고등학교운동장,부산광역시 부산진구 성지로94번길 54(초읍동),35.17913469,129.0551509,11034,부산,부산진구
양성초등학교운동장,부산광역시 부산진구 양성로 34(양정동),35.17011556,129.0661262,1818,부산,부산진구
동명초등학교 운동장,부산광역시 연제구 쌍미천로44번길 17(연산동),35.1780437,129.0907926,3680,부산,연제구
남정초등학교 운동장,경상남도 창원시 성산구 원이대로878번길 30(가음동),35.21093607,128.6919951,11897,경남,창원시
금계중학교 운동장,경상북도 영주시 풍기읍 금계로 147,36.88564218,128.52407,3712,경북,영주시
안민초등학교 운동장,경상남도 창원시 성산구 안민로79번길 6(안민동),35.18728377,128.6880649,3594,경남,창원시
함월초등학교운동장,울산광역시 중구 학성1길 25(복산동),35.55903467,129.3299282,8559,울산,중구
연천중학교 운동장 ,부산광역시 연제구 톳고개로 16(연산동),35.18468219,129.1016454,10333,부산,연제구
내산초등학교 운동장,부산광역시 동래구 중앙대로1335번길 38(온천동),35.20714845,129.0764939,3509,부산,동래구
동천강 둔치,울산광역시 중구 외솔큰길 196(남외동),35.56684715,129.3515455,166090,울산,중구
수산초등학교 운동장,경상남도 밀양시 하남읍 수산중앙로 59,35.37576613,128.7118824,10438,경남,밀양시
예림초등학교 운동장,경상남도 밀양시 상남면 밀양대로 1524,35.46754566,128.7619103,11652,경남,밀양시
유림초등학교 운동장,경상북도 경주시 용담로104번길 43-4 (황성동),35.86844729,129.2130847,11801,경북,경주시
부산고등학교 운동장,부산광역시 동구 초량로40번길 23(초량동),35.12089874,129.0364742,9926,부산,동구
영남알프스복합문화공간 운동장,울산광역시 울주군 상북면 배내대리길 10,35.54188869,129.0133041,1212,울산,울주군
온산운동장,울산광역시 울주군 온산읍 덕신로 180,35.43356641,129.3005741,53333,울산,울주군
두동면행정복지센터 앞 공터,울산광역시 울주군 두동면 대밀길 24,35.65433229,129.2013726,2040,울산,울주군
큰나무놀이터 공터 및 주차장,울산광역시 울주군 상북면 명촌길천로 341,35.58531499,129.0847179,2666,울산,울주군
상북초등학교 소호분교 운동장,울산광역시 울주군 상북면 소호당리길 1,35.67038258,129.0863643,3030,울산,울주군
상북면민 운동장,울산광역시 울주군 상북면 길천산업1길 17,35.59368641,129.081164,21818,울산,울주군
두동초등학교  운동장 ,울산광역시 울주군 두동면 대밀길 25,35.65447395,129.2023516,5513,울산,울주군
두광중학교 운동장,울산광역시 울주군 두서면 반구대로 1930-5 ,35.65554348,129.1695308,6303,울산,울주군
정토마을수련원 공터,울산광역시 울주군 두서면 활천내와로 50,35.70679994,129.1912338,3151,울산,울주군
청량초등학교 운동장,울산광역시 울주군 청량읍 덕정5길 14,35.48637718,129.2974852,4848,울산,울주군
삼남중학교 운동장,울산광역시 울주군 삼남읍 강당로 95,35.52383467,129.0968727,3408,울산,울주군
군북초등학교 운동장,경상남도 함안군 군북면 덕대길 26-16 ,35.25777218,128.3466613,6912,경남,함안군
상북초등학교 운동장,울산광역시 울주군 상북면 도동신리로 35,35.59164926,129.0934458,3030,울산,울주군
경의고등학교 운동장,울산광역시 울주군 상북면 상북로 248,35.58859997,129.0941969,5454,울산,울주군
청량중학교 운동장,울산광역시 울주군 청량읍 송전길 2,35.48786046,129.3045652,6060,울산,울주군
문수초등학교 운동장,울산광역시 울주군 청량읍 청송길 8,35.5190064,129.2405838,3636,울산,울주군
계성초등학교 운동장,대구광역시 중구 달성로 15(대신동),35.86566645,128.5808634,1201,대구,중구
경상감영공원,대구광역시 중구 경상감영길 99(포정동),35.8722449,128.5921186,20000,대구,중구
태하분교 운동장,경상북도 울릉군 서면 태하길 130,37.51286833,130.8021042,1803,경북,울릉군
현포분교 운동장,경상북도 울릉군 북면 현포1길 38,37.5246265,130.8219445,8502,경북,울릉군
웅촌운동장,울산광역시 울주군 웅촌면 새초천길 12-1 ,35.46053633,129.2085551,13710,울산,울주군
군민운동장,대구광역시 달성군 논공읍 논공로 697-10 ,35.72982986,128.4507016,38329,대구,달성군
명곡초등학교운동장,대구광역시 달성군 화원읍 명곡로 40,35.79620159,128.4961888,7500,대구,달성군
비슬초등학교운동장,대구광역시 달성군 유가읍 테크노북로 142,35.69592597,128.4583397,3578,대구,달성군
반석초등학교운동장,부산광역시 해운대구 선수촌로207번길 14(반여동),35.21125134,129.1250139,2981,부산,해운대구
희망어린이공원,대구광역시 수성구 들안로13길 118(상동),35.8395109,128.615493,3218,대구,수성구
다대초등학교운동장,부산광역시 사하구 다대로 499(다대동),35.0594746,128.9762092,4921,부산,사하구
진주초등학교 운동장,경상남도 진주시 진주성로24번길 7(인사동),35.19284541,128.0784631,5138,경남,진주시
다송중학교운동장,부산광역시 사하구 다송로 55(다대동),35.06356698,128.9843845,6545,부산,사하구
부일외국어고등학교운동장,부산광역시 사하구 감천로73번길 36(감천동),35.09097889,129.0015507,9091,부산,사하구
남창고등학교 운동장,울산광역시 울주군 온양읍 태화7길 43-16 ,35.41514329,129.2779711,8484,울산,울주군
세천초등학교운동장,대구광역시 달성군 다사읍 세천로 182-11 ,35.87410963,128.4817079,3168,대구,달성군
언양고등학교(운동장),울산광역시 울주군 언양읍 언양로 53,35.56172724,129.1333276,14545,울산,울주군
석동체육공원,경상남도 창원시 진해구 동진로61번길 31(석동),35.15303649,128.7043619,12121,경남,창원시
은하수초등학교 운동장,경상남도 진주시 진주역로73번길 7(가좌동),35.15077984,128.1108642,2010,경남,진주시
온샘초등학교,부산광역시 동래구 충렬대로75번길 25(온천동),35.20951126,129.0686649,1931,부산,동래구
죽림초등학교,경상남도 통영시 광도면 신죽1길 17,34.87651259,128.4168002,4258,경남,통영시
중앙중학교,경상남도 통영시 무전3길 23-10 (무전동),34.86184101,128.4242818,4135,경남,통영시
원계근린공원,경상남도 창원시 마산회원구 내서읍 광려천남로 179,35.23723103,128.5058446,8976,경남,창원시
양덕 가고파공원,경상남도 창원시 마산회원구 삼호로 96(양덕동),35.22484765,128.5818934,15069,경남,창원시
삼계 더푸른공원,경상남도 창원시 마산회원구 내서읍 삼계11길 21,35.23786104,128.5030926,6775,경남,창원시
통영초등학교,경상남도 통영시 무전3길 57(무전동),34.86281319,128.4244389,6012,경남,통영시
오션중학교 운동장,부산광역시 강서구 명지오션시티1로 221(명지동),35.07993,128.90986,3515,부산,강서구
경일고등학교 운동장,부산광역시 강서구 영강길 153-42 (명지동),35.11197939,128.9224738,3551,부산,강서구
경일중학교 운동장,부산광역시 강서구 명지국제6로 149(명지동),35.09377049,128.9161411,3214,부산,강서구
명일초등학교 운동장,부산광역시 강서구 명지국제5로 170-5 (명지동),35.10939466,128.9220715,3597,부산,강서구
덕문고등학교 운동장,부산광역시 강서구 동선길 172(성북동),35.05138364,128.8294923,5818,부산,강서구
옥천초등학교운동장,부산광역시 사하구 사하로 134(감천동),35.09346128,128.9937554,4194,부산,사하구
덕문중학교 운동장,부산광역시 강서구 동선길 144(성북동),35.05214556,128.8304418,4787,부산,강서구
명지중학교 운동장,부산광역시 강서구 명지국제6로318번길 54(명지동),35.10135473,128.9257407,4554,부산,강서구
송정초등학교 운동장,부산광역시 강서구 신호이로75번길 12(신호동),35.08183178,128.8779366,3436,부산,강서구
신명초등학교 운동장,부산광역시 강서구 명지국제7로 178(명지동),35.09478224,128.920916,3025,부산,강서구
부산소프트웨어마이스터 고등학교 운동장,부산광역시 강서구 가락대로 1393(봉림동),35.18887266,128.9036387,2545,부산,강서구
일광중학교 운동장,부산광역시 기장군 일광읍 해빛3로 99,35.26499413,129.2204672,3952,부산,기장군
오션초등학교 운동장,부산광역시 강서구 명지오션시티6로 72(명지동),35.07999153,128.9069974,2736,부산,강서구
서동초등학교 운동장,대구광역시 달성군 다사읍 서재로7길 53,35.8719869,128.4889176,2271,대구,달성군
제일공원,대구광역시 서구 원대로13길 37(원대동3가),35.88345137,128.5770391,2454,대구,서구
동평여자중학교운동장,부산광역시 부산진구 백양순환로119번길 12-39 (부암동),35.17036585,129.0427392,2364,부산,부산진구
주례초등학교운동장,부산광역시 부산진구 진사로61번길 28-7 (개금동),35.145478,129.0186927,6247,부산,부산진구
애니원고등학교운동장,울산광역시 중구 성안11길 21(성안동),35.57833055,129.32136,4096,울산,중구
함월고등학교운동장,울산광역시 중구 종가3길 15(유곡동),35.56142648,129.2979062,4065,울산,중구
다운초등학교운동장,울산광역시 중구 다운8길 5(다운동),35.56159705,129.2674298,2004,울산,중구
성안생활체육공원,울산광역시 중구 함월1길 145(성안동),35.5768009,129.3044874,11782,울산,중구
부북초등학교 운동장,경상남도 밀양시 부북면 운전2길 22,35.51434006,128.7300475,4327,경남,밀양시
무안중학교 운동장,경상남도 밀양시 무안면 사명로 617-18 ,35.47994322,128.6546633,6720,경남,밀양시
청도초등학교 운동장,경상남도 밀양시 청도면 두곡4길 13,35.55113946,128.6242255,5607,경남,밀양시
밀성초등학교 운동장,경상남도 밀양시 석정로 139(내이동),35.50244361,128.7519819,5784,경남,밀양시
밀성제일고등학교 운동장,경상남도 밀양시 밀양대로 2078(내이동),35.50261122,128.7507735,2181,경남,밀양시
밀양아리랑아트센터,경상남도 밀양시 밀양대공원로 112(교동),35.50478952,128.7591015,78503,경남,밀양시
명호고등학교 운동장,부산광역시 강서구 명지오션시티2로 97(명지동),35.08000031,128.9001203,4363,부산,강서구
부산진여자중학교운동장,부산광역시 부산진구 동성로 34(전포동),35.15399182,129.069163,7344,부산,부산진구
항도중학교운동장,부산광역시 부산진구 동성로118번길 44(전포동),35.16233027,129.06648,4813,부산,부산진구
부산동고등학교운동장,부산광역시 부산진구 동성로30번길 36(전포동),35.1525684,129.0705788,4848,부산,부산진구
당평초등학교운동장,부산광역시 부산진구 백양대로136번길 26(당감동),35.16139289,129.034911,4722,부산,부산진구
부산진여자고등학교운동장,부산광역시 부산진구 양정로 48(양정동),35.169329,129.0750915,4848,부산,부산진구
선암초등학교운동장,부산광역시 부산진구 엄광로 412(범천동),35.14909703,129.0495105,2513,부산,부산진구
동해중학교 운동장,부산광역시 동래구 시실로 19-39 (명륜동),35.21704528,129.0885293,4115,부산,동래구
덕내공원,부산광역시 북구 의성로83번길 66(덕천동),35.21378457,129.0137708,2355,부산,북구
울산마을교육공동체거점센터 운동장,울산광역시 울주군 상북면 석남로 832,35.61547896,129.0675357,3636,울산,울주군
하동경로당 공터,울산광역시 울주군 두서면 미호하동1길 15-1 ,35.67381614,129.1785765,472,울산,울주군
구영근린공원,울산광역시 울주군 범서읍 점촌4길 62,35.57138832,129.2419463,12121,울산,울주군
웅촌중학교 운동장,울산광역시 울주군 웅촌면 새초천길 13,35.46229098,129.2096955,4407,울산,울주군
창덕중학교운동장,경상남도 창원시 의창구 동읍 의창대로900번길 12,35.27742799,128.689304,4939,경남,창원시
감만중학교 운동장,부산광역시 남구 석포로64번길 45-8 (감만동),35.12167246,129.088465,4560,부산,남구
대연중학교 운동장,부산광역시 남구 천제등로16번길 81(대연동),35.13253883,129.0845227,4683,부산,남구
감만 창의문화촌 입구 공터,부산광역시 남구 우암로 84-1 (감만동),35.11826751,129.081105,2915,부산,남구
남산초등학교운동장,울산광역시 남구 거마로 17(옥동),35.53649692,129.2954325,4524,울산,남구
대현초등학교운동장,울산광역시 남구 수암로 165-3 (야음동),35.52785251,129.3249436,6109,울산,남구
모라초등학교 운동장,부산광역시 사상구 모라로64번길 46(모라동),35.19012004,128.9856201,7879,부산,사상구
주양초등학교 운동장,부산광역시 사상구 백양대로 372-6 (주례동),35.15357817,129.0118772,4093,부산,사상구
괘법초등학교 운동장,부산광역시 사상구 사상로161번길 8(괘법동),35.15965552,128.9860027,6788,부산,사상구
창진초등학교 운동장,부산광역시 사상구 사상로223번길 100(괘법동),35.16577053,128.9778327,2965,부산,사상구
삼덕초등학교 운동장,부산광역시 사상구 삼덕로 24(삼락동),35.17370766,128.9786742,8532,부산,사상구
모동중학교 운동장,부산광역시 사상구 모라로192번길 51(모라동),35.18478742,129.0029991,6412,부산,사상구
모라중학교 운동장,부산광역시 사상구 백양대로 936(모라동),35.19008258,128.9924395,6992,부산,사상구
덕포여자중학교 운동장,부산광역시 사상구 사상로310번길 110(덕포동),35.16994128,128.986203,3665,부산,사상구
여천초등학교운동장,울산광역시 남구 여천로 31(야음동),35.52479478,129.3369668,5551,울산,남구
월봉초등학교운동장,울산광역시 남구 팔등로115번길 10(신정동),35.54783221,129.3191719,5443,울산,남구
초장중학교 운동장,부산광역시 서구 해돋이로 205(초장동),35.09491519,129.0182884,4363,부산,서구
경화초등학교운동장,경상남도 창원시 진해구 경화로38번길 5(경화동),35.1573307,128.6869767,6548,경남,창원시
개금고등학교운동장,부산광역시 부산진구 백양대로208번길 71(개금동),35.16140405,129.0253033,3973,부산,부산진구
(구)금천초등학교 운동장 ,경상북도 청도군 금천면 동곡1길 11-5 ,35.68994178,128.8943926,1909,경북,청도군
문현초등학교 운동장,부산광역시 남구 고동골로 86-13 (문현동),35.14500194,129.0725199,6949,부산,남구
성동초등학교 운동장,부산광역시 남구 전포대로68번길 27(문현동),35.14297348,129.0689741,3454,부산,남구
부경대학교 운동장,부산광역시 남구 용소로 45(대연동),35.13275994,129.1061855,18666,부산,남구
석포여자중학교 운동장,부산광역시 남구 유엔평화로126번길 63(용당동),35.12269519,129.0947829,3272,부산,남구
운산초등학교 운동장,부산광역시 남구 용호로269번길 89(용호동),35.10984313,129.1150545,3369,부산,남구
삼랑진고등학교,경상남도 밀양시 삼랑진읍 만어로 12-7 ,35.401547,128.843061,2956,경남,밀양시
남양열린운동장,경상남도 창원시 성산구 창이대로 888(남양동),35.20594854,128.7059744,4418,경남,창원시
사파주민운동장,경상남도 창원시 성산구 창이대로706번길 19-4 (사파동),35.220604,128.698562,2596,경남,창원시
가흥안뜰공원,경상북도 영주시 대학로163번길 2-39 (가흥동),36.81169412,128.6061287,1500,경북,영주시
한다사중학교 운동장,경상남도 하동군 양보면 진양로 1085-6 ,35.06987201,127.8300852,3662,경남,하동군
영천시청 주차장,경상북도 영천시 시청로 16(문외동),35.97285094,128.9385161,4025,경북,영천시
팔룡어울림운동장,경상남도 창원시 의창구 사화로 126(팔용동),35.25073599,128.6191911,14000,경남,창원시
울주군민체육관 주차장,울산광역시 울주군 언양읍 샘소3길 25,35.55516367,129.183265,2060,울산,울주군
중앙체육공원,경상남도 창원시 성산구 중앙대로22번길 8(상남동),35.216347,128.675333,22721,경남,창원시
구산중학교 구남분교 운동장,경상남도 창원시 마산합포구 구산면 이순신로 7,35.086935,128.587176,3700,경남,창원시
봉황초등학교 운동장,경상남도 김해시 전하로198번길 5(전하동),35.22232174,128.8701171,3328,경남,김해시
토월초등학교 운동장,경상남도 창원시 성산구 비음로4번길 33-11 (사파동),35.227104,128.699125,5078,경남,창원시
반림중학교 운동장,경상남도 창원시 성산구 외동반림로 237(반림동),35.239215,128.677807,7254,경남,창원시
언양중학교(운동장),울산광역시 울주군 언양읍 북문13길 7,35.57236135,129.1277862,10909,울산,울주군
대방체육공원 운동장,경상남도 창원시 성산구 비음로 213(대방동),35.21617533,128.711067,8760,경남,창원시
이동운동장,경상남도 창원시 진해구 이동로2번길 8(이동),35.15026407,128.6913058,17718,경남,창원시
가조초등학교,경상남도 거창군 가조면 가조가야로 1083,35.71088575,128.013736,1200,경남,거창군
삼정자중학교 운동장,경상남도 창원시 성산구 외리로34번길 32(성주동),35.201066,128.711962,2180,경남,창원시
반천초등학교(운동장),울산광역시 울주군 언양읍 샘소3길 19,35.55576157,129.183324,5575,울산,울주군
대원레포츠 공원,경상남도 창원시 성산구 두대로 46(대원동),35.2312889,128.6488974,74490,경남,창원시
구항공원,경상남도 창원시 마산합포구 수산1길 240(오동동),35.20050174,128.577698,14224,경남,창원시
반곡초등학교(운동장),울산광역시 울주군 언양읍 언동3길 42-3 ,35.60296973,129.1411402,7878,울산,울주군
올림픽공원,경상남도 창원시 성산구 두대로 156(중앙동),35.2255339,128.659628,71005,경남,창원시
부산전자공업고등학교,부산광역시 동래구 금강로59번길 51(온천동),35.21502488,129.0739757,6615,부산,동래구
감계3호근린공원,경상남도 창원시 의창구 북면 감계로110번길 46,35.30069424,128.5939759,15935,경남,창원시
개림중학교운동장,부산광역시 부산진구 백양대로300번길 46(개금동),35.15701234,129.0182823,4430,부산,부산진구
내동초등학교 운동장,경상남도 김해시 평전로 151(내동),35.24253478,128.8595545,5701,경남,김해시
칠산초등학교 운동장,경상남도 김해시 칠산로413번길 16-2 (화목동),35.2097085,128.8520712,4873,경남,김해시
신어초등학교 운동장,경상남도 김해시 활천로 303(삼방동),35.24390171,128.911922,4322,경남,김해시
수영사적공원,부산광역시 수영구 수영성로 43(수영동),35.17084695,129.114295,28223,부산,수영구
용지공원,경상남도 창원시 성산구 중앙대로186번길 13(신월동),35.23017445,128.6870214,73665,경남,창원시
영화초등학교 운동장,울산광역시 울주군 언양읍 방천9길 33,35.56665393,129.1160488,4000,울산,울주군
사림운동장,경상남도 창원시 의창구 사림로85번길 31(사림동),35.24837472,128.6817804,15220,경남,창원시
안락초등학교 운동장,부산광역시 동래구 명안로53번길 22(명장동),35.20194729,129.1035382,3151,부산,동래구
APEC나루공원,부산광역시 해운대구 수영강변대로 85(우동),35.17019506,129.1257906,121210,부산,해운대구
제일중학교 운동장,대구광역시 중구 명륜로23길 16(봉산동),35.8615,128.597,2667,대구,중구
동인초등학교 운동장,대구광역시 중구 국채보상로 728(동인동4가),35.86778955,128.61008,7859,대구,중구
우산중학교 운동장,경상북도 울릉군 울릉읍 저동길 54,37.49479092,130.9063688,3072,경북,울릉군
청송고등학교 운동장,경상북도 청송군 청송읍 금곡1길 13,36.42933502,129.0578813,6296,경북,청송군
아양초등학교(운동장) ,대구광역시 동구 아양로 221(신암동),35.88681763,128.6374328,12123,대구,동구
효목초등학교(운동장) ,대구광역시 동구 화랑로27길 25(효목동),35.8765794,128.6422912,11546,대구,동구
동부초등학교(운동장) ,대구광역시 동구 신암북로7길 22(신암동),35.88816333,128.6203511,10455,대구,동구
공산초등학교(운동장),대구광역시 동구 팔공로197길 35(백안동),35.9566559,128.6900416,10939,대구,동구
서촌초등학교(운동장) ,대구광역시 동구 파계로 525-11 (중대동),35.98039259,128.6317719,2424,대구,동구
송정초등학교(운동장) ,대구광역시 동구 안심로90길 9(괴전동),35.87040488,128.7335666,7733,대구,동구
숙천초등학교(운동장) ,대구광역시 동구 숙천로 17(숙천동),35.87697158,128.7532024,6042,대구,동구
덕성초등학교(운동장),대구광역시 동구 아양로34길 50(신암동),35.88170327,128.6284461,5040,대구,동구
방촌초등학교(운동장) ,대구광역시 동구 동촌로42길 35-14 (방촌동),35.88049521,128.6627681,2884,대구,동구
효동초등학교(운동장),대구광역시 동구 효동로 78-7 (효목동),35.88413222,128.6448831,6728,대구,동구
율하초등학교(운동장),대구광역시 동구 율하동로15길 1(율하동),35.867889,128.7013262,9012,대구,동구
용호초등학교(운동장),대구광역시 동구 동촌로56길 82(방촌동),35.87723174,128.6723569,5829,대구,동구
동호초등학교(운동장),대구광역시 동구 동호로 25(동호동),35.86542495,128.7204535,15336,대구,동구
당감초등학교운동장,부산광역시 부산진구 당감로 22-5 (당감동),35.16404012,129.0405913,6500,부산,부산진구
양정고등학교운동장,부산광역시 부산진구 양정로 46(양정동),35.16976952,129.075101,6222,부산,부산진구
연지초등학교운동장,부산광역시 부산진구 연지로 29(연지동),35.17224238,129.0523445,5516,부산,부산진구
연학초등학교운동장,부산광역시 부산진구 초읍천로43번길 10(초읍동),35.17686142,129.0465816,1818,부산,부산진구
현대자동차문화회관주차장 및 운동장,"울산광역시 북구 염포로 599(양정동, 현대사원임대아파트, 현대자동차사택)",35.54003137,129.3889153,17837,울산,북구
반야월초등학교(운동장) ,대구광역시 동구 안심로49길 70(서호동),35.86920513,128.7112618,10826,대구,동구
안일초등학교(운동장) ,대구광역시 동구 율하동로23길 66(율하동),35.87114638,128.6949215,2569,대구,동구
동촌중학교(운동장),대구광역시 동구 동촌로 176(방촌동),35.88263813,128.6592839,9619,대구,동구
강동고등학교(운동장),대구광역시 동구 금강로 65(신서동),35.86590025,128.7295403,5086,대구,동구
신암공원,대구광역시 동구 신암북로11길 8(신암동),35.8886788,128.6234577,126127,대구,동구
농수산물종합유통센터(옥외),울산광역시 북구 진장유통로 90(진장동),35.5785976,129.3578143,26633,울산,북구
덕화중학교,대구광역시 수성구 들안로9길 36(상동),35.83327413,128.615132,12412,대구,수성구
들안길초등학교,대구광역시 수성구 들안로16길 58(두산동),35.83856821,128.6185554,3186,대구,수성구
지산초등학교,대구광역시 수성구 지범로17길 3-14 (지산동),35.8266,128.6303,13374,대구,수성구
남양학교,대구광역시 수성구 무학로37안길 6(지산동),35.83326833,128.6291081,1629,대구,수성구
범일초등학교,대구광역시 수성구 범안로4길 22(범물동),35.81644493,128.6396996,13602,대구,수성구
