대피소명,주소,대피소유형,위도,경도,시도,시군구,지역,수용인원
동편,경상남도 거창군 마리면 동편길 27,무더위쉼터,35.6699424,127.8582463,경남,거창군,경남 거창군,
대현동행정복지센터,대구광역시 북구 대현남로 25 (대현한신휴플러스 주민자치센터),무더위쉼터,35.882152,128.605733,대구,북구,대구 북구,
더샵리비테르2차경로당,"대구광역시 중구 대봉로43길 22 (대봉동, 더샵 리비테르 2차)",무더위쉼터,35.8586009,128.600124,대구,중구,대구 중구,
덕산베스트타운3차아파트경로당,경상남도 거제시 옥포로 293-1 (덕산3차아파트 상가동),무더위쉼터,34.899373,128.685396,경남,거제시,경남 거제시,
대학동쉼터,경상남도 거창군 가조면 도리4길 247-1 ,무더위쉼터,35.7005118,128.0646953,경남,거창군,경남 거창군,
대한노인회수성구지회,대구광역시 수성구 동대구로50길 66,무더위쉼터,35.8513907,128.6285776,대구,수성구,대구 수성구,
대한노인회부북분회,경상남도 밀양시 부북면 용운길 11-2,무더위쉼터,35.511999,128.729573,경남,밀양시,경남 밀양시,
대한노인회부산북구지회,부산광역시 북구 금곡대로470번길 31 (금곡동),무더위쉼터,35.2516844,129.0128455,부산,북구,부산 북구,
덕남2리쉼터,경상북도 김천시 감문면 덕남길 233 ,무더위쉼터,36.2161356,128.2307723,경북,김천시,경북 김천시,
덕성연립정자,경상남도 양산시 회현1길 15-3,무더위쉼터,35.343147,129.024827,경남,양산시,경남 양산시,
더조은새마을금고,대구광역시 서구 북비산로 378,무더위쉼터,35.878836,128.57442,대구,서구,대구 서구,
더조은새마을금고제1지점,대구광역시 서구 달서로 82 (비산동),무더위쉼터,35.8693108,128.571264,대구,서구,대구 서구,
숲골무더위쉼터,경상남도 창원시 마산합포구 합포북20길 23,무더위쉼터,35.214032,128.578036,경남,창원시,경남 창원시,
성주쉼터,경상남도 창원시 성산구 공단로 735 (성주동),무더위쉼터,35.189006,128.6952291,경남,창원시,경남 창원시,
성북새마을금고본점,대구광역시 북구 연암로 88-7,무더위쉼터,35.892767,128.594982,대구,북구,대구 북구,
스마트승강장49010충무공초등학교/대방노블랜드정류장LH8/LH9단지방면,경상남도 진주시 사들로 61 (진주혁신도시 대방노블랜드 더 캐슬 아파트 101동),무더위쉼터,35.173392,128.147594,경남,진주시,경남 진주시,
스마트승강장47008경상국립대학교후문정류장개양오거리방면,경상남도 진주시 진주대로 548,무더위쉼터,35.155447,128.107487,경남,진주시,경남 진주시,
스마트승강장47005경상국립대학교정문정류장경상국립대학교후문방면,경상남도 진주시 진주대로 514,무더위쉼터,35.152689,128.105827,경남,진주시,경남 진주시,
스마트승강장42004법원/평거현대아파트정류장신안초등학교/진주여자중학교방면,경상남도 진주시 진양호로 308 (평거2차현대아파트상가동),무더위쉼터,35.180598,128.066684,경남,진주시,경남 진주시,
스마트승강장41004판문동행정복지센터정류장휴먼시아4단지/평거주공2단지방면,경상남도 진주시 새평거로 25 (더 퀸즈웰가 101동),무더위쉼터,35.167692,128.052945,경남,진주시,경남 진주시,
스마트승강장35008자유시장정류장공단광장방면,경상남도 진주시 동진로 184-1,무더위쉼터,35.179576,128.111286,경남,진주시,경남 진주시,
스마트승강장35006진주시청정류장진주기계공업고등학교방면,경상남도 진주시 동진로 155,무더위쉼터,35.179756,128.108297,경남,진주시,경남 진주시,
스마트승강장27003중앙시장(국민은행)정류장갤러리아백화점방면,경상남도 진주시 진주대로 1072,무더위쉼터,35.19522,128.083716,경남,진주시,경남 진주시,
스마트승강장11005금산농협정류장초전동방면,경상남도 진주시 금산면 금산순환로 5,무더위쉼터,35.214869,128.145714,경남,진주시,경남 진주시,
스마트승강장17011진주남중학교/제일병원정류장경상대방면,경상남도 진주시 진주대로 891,무더위쉼터,35.179785,128.090502,경남,진주시,경남 진주시,
스마트승강장49011충무공동행정복지센터정류장LH본사/코오롱하늘채방면,경상남도 진주시 충의로 146 (혁신도시중흥에스-클래스더퍼스트),무더위쉼터,35.176134,128.150408,경남,진주시,경남 진주시,
스마트승강장49013LH본사/코오롱하늘채정류장충무공동행정복지센터방면,경상남도 진주시 충의로 19 (한국토지주택공사),무더위쉼터,35.177951,128.145937,경남,진주시,경남 진주시,
승학공원,부산광역시 사하구 장평로449번길 102,무더위쉼터,35.0995112,128.981003,부산,사하구,부산 사하구,
성북경로당,"부산광역시 동구 성북로22번길 17 (좌천동, 좌천시민아파트)",무더위쉼터,35.1361002,129.0499109,부산,동구,부산 동구,
스마트승강장49018한국남동발전/센텀리버파크정류장LH본사/코오롱하늘채방면,경상남도 진주시 사들로 137,무더위쉼터,35.180443,128.147776,경남,진주시,경남 진주시,
스마트승강장49017한국남동발전/센텀리버파크정류장종합경기장/중소벤처진흥공단방면,경상남도 진주시 사들로 157 (진주혁신도시센텀리버파크 109동),무더위쉼터,35.181944,128.147817,경남,진주시,경남 진주시,
성북VR만화카페,부산광역시 동구 성북로 31 (좌천동),무더위쉼터,35.1367539,129.0496008,부산,동구,부산 동구,
쉼터경로당,대구광역시 서구 달서로34길 23-6 (비산동),무더위쉼터,35.8773063,128.5741018,대구,서구,대구 서구,
쉼터경로당,부산광역시 동구 고관로153번길 8-4 (좌천동),무더위쉼터,35.131417,129.0499431,부산,동구,부산 동구,
스마트승강장49013LH본사/코오롱하늘채정류장한국남동발전/센텀리버파크방면,경상남도 진주시 사들로 126 (진주혁신코오롱하늘채 411동),무더위쉼터,35.178575,128.149664,경남,진주시,경남 진주시,
성북정1,경상남도 함양군 안의면 성북길 12 ,무더위쉼터,35.6343097,127.7976738,경남,함양군,경남 함양군,
성하신당,경상북도 울릉군 서면 태하길 154,무더위쉼터,37.512066,130.801067,경북,울릉군,경북 울릉군,
성애정,경상남도 함양군 유림면 성애길 47 ,무더위쉼터,35.512617,127.8017567,경남,함양군,경남 함양군,
세경마을,경상남도 진주시 금곡면 월아산로115번길 16,무더위쉼터,35.0914289,128.1857177,경남,진주시,경남 진주시,
세경경로당,"경상남도 밀양시 미리벌로2길 47 (삼문동, Wellus)",무더위쉼터,35.4842306,128.7445468,경남,밀양시,경남 밀양시,
성우아파트경로당(진례),경상남도 김해시 진례면 진례로256번길 10-1 (성우아파트),무더위쉼터,35.2497854,128.7493479,경남,김해시,경남 김해시,
세각단어린이공원,대구광역시 수성구 지산로11길 6-19,무더위쉼터,35.8269078,128.6330503,대구,수성구,대구 수성구,
성은정,경상남도 함양군 서상면 가르내길 160-8 ,무더위쉼터,35.6739632,127.6701019,경남,함양군,경남 함양군,
성호쉼터,경상남도 함안군 칠북면 화천1길 254 ,무더위쉼터,35.3513675,128.502751,경남,함안군,경남 함안군,
스마트승강장27002중앙시장(우리은행)정류장농협중앙지점방면,경상남도 진주시 진주대로 1063,무더위쉼터,35.194579,128.083624,경남,진주시,경남 진주시,
성화아파트경로당,"대구광역시 북구 복현로 114-18 (복현동, 동서성화아파트)",무더위쉼터,35.9018046,128.6206341,대구,북구,대구 북구,
성훈강변아파트경로당,부산광역시 북구 금곡대로 97,무더위쉼터,35.2185074,129.0054337,부산,북구,부산 북구,
개미공원,경상남도 김해시 번화2로28번길 14 (삼문동),무더위쉼터,35.1917883,128.8064428,경남,김해시,경남 김해시,
개나리어린이공원,대구광역시 남구 이천로10길 50 (봉덕동),무더위쉼터,35.8438273,128.6014461,대구,남구,대구 남구,
개나리공원,"대구광역시 북구 대학로13길 64 (산격동, 무인택배함)",무더위쉼터,35.897366,128.607236,대구,북구,대구 북구,
개암마을쉼터1,경상남도 진주시 일반성면 반성로 46,무더위쉼터,35.166668,128.299145,경남,진주시,경남 진주시,
개금야외무더위쉼터,경상남도 거창군 가북면 개금길 162,무더위쉼터,35.8277162,128.0707261,경남,거창군,경남 거창군,
개금사회복지관경로당,부산광역시 부산진구 백양관문로77번길 145 (개금2지구도개공영구임대아파트),무더위쉼터,35.162985,129.023092,부산,부산진구,부산 부산진구,
개금다락방,부산광역시 부산진구 복지로41번길 53,무더위쉼터,35.150201,129.023361,부산,부산진구,부산 부산진구,
개금3동주민센터,부산광역시 부산진구 개금본동로 88 (개금3동주민센터),무더위쉼터,35.155771,129.021988,부산,부산진구,부산 부산진구,
개금1동주민센터책사랑쉼터,부산광역시 부산진구 가야대로454번길 9 (개금1동주민센터),무더위쉼터,35.152667,129.021915,부산,부산진구,부산 부산진구,
계림어린이공원,대구광역시 수성구 세진로3길 43,무더위쉼터,35.8636479,128.6379342,대구,수성구,대구 수성구,
관동공원,경상북도 구미시 봉곡로10길 9-8,무더위쉼터,36.146526,128.311782,경북,구미시,경북 구미시,
강변경로당,부산광역시 북구 금곡대로 107 (덕천동),무더위쉼터,35.2193636,129.0064591,부산,북구,부산 북구,
강변경로당,부산광역시 수영구 좌수영로167번길 5,무더위쉼터,35.178779,129.1171,부산,수영구,부산 수영구,
강변독점마을회관,부산광역시 기장군 정관읍 정관로 744-43,무더위쉼터,35.321619,129.194429,부산,기장군,부산 기장군,
공창공원,"부산광역시 북구 효열로219번가길 48 (금곡동, 공창공원 공중화장실)",무더위쉼터,35.2637886,129.0167863,부산,북구,부산 북구,
강북노인복지관,대구광역시 북구 칠곡중앙대로91길 21 (강북노인복지회관),무더위쉼터,35.935015,128.546507,대구,북구,대구 북구,
강북소방서,대구광역시 북구 구암서로 71 (구암동),무더위쉼터,35.9428393,128.5657201,대구,북구,대구 북구,
강남마을야외무더위쉼터,경상남도 거창군 위천면 강남불1길 44,무더위쉼터,35.7415522,127.8152251,경남,거창군,경남 거창군,
강남빌라정자,경상남도 양산시 회현1길 35,무더위쉼터,35.345074,129.023008,경남,양산시,경남 양산시,
강동꿈마루작은도서관,경상북도 경주시 강동면 강동로 17,무더위쉼터,35.987092,129.272833,경북,경주시,경북 경주시,
강동1통마을회관,경상남도 김해시 김해대로2272번길 87,무더위쉼터,35.2179113,128.8767549,경남,김해시,경남 김해시,
강동1리금계경로당(노인회관),경상북도 영주시 평은면 강동로410번길 127 ,무더위쉼터,36.7130628,128.6975491,경북,영주시,경북 영주시,
과정쉼터,경상남도 거창군 신원면 과정2길 11-3 ,무더위쉼터,35.567603,127.9258856,경남,거창군,경남 거창군,
과정공원,부산광역시 연제구 과정로 227 (연산동),무더위쉼터,35.1874563,129.1017737,부산,연제구,부산 연제구,
공창종합사회복지관,"부산광역시 북구 효열로 268 , 공창종합사회복지관 (금곡동, 금곡1단지주공아파트)",무더위쉼터,35.2674107,129.0196873,부산,북구,부산 북구,
공창부락경로당,부산광역시 북구 효열로219번가길 38-9 (금곡동),무더위쉼터,35.2639692,129.0173623,부산,북구,부산 북구,
공창복지관경로당,"부산광역시 북구 효열로 268 (금곡동, 금곡1단지주공아파트)",무더위쉼터,35.2675936,129.0195644,부산,북구,부산 북구,
관계지어린이공원,"대구광역시 수성구 범안로4길 28 (범물동, 관계지어린이공원 공중화장실)",무더위쉼터,35.814558,128.63996,대구,수성구,대구 수성구,
시목,경상남도 거창군 마리면 시목길 38,무더위쉼터,35.679792,127.849653,경남,거창군,경남 거창군,
소주동행정복지센터,경상남도 양산시 소주회야1길 5-26 (소주동),무더위쉼터,35.4075206,129.1577411,경남,양산시,경남 양산시,
승학초등학교후문주민쉼터,부산광역시 사하구 오작로 117,무더위쉼터,35.102428,129.003707,부산,사하구,부산 사하구,
상수내마을정자,경상남도 거창군 고제면 상수내길 4-3,무더위쉼터,35.84844,127.838242,경남,거창군,경남 거창군,
소오비마을주민쉼터,경상남도 거제시 소오비길 30 (연초면),무더위쉼터,34.9002805,128.6299316,경남,거제시,경남 거제시,
시랑골경로당,부산광역시 북구 시랑로185번길 47,무더위쉼터,35.1970163,129.0154305,부산,북구,부산 북구,
시랑로경로당,부산광역시 북구 시랑로 29-1 (구포동),무더위쉼터,35.2030132,129.0044233,부산,북구,부산 북구,
소연정,경상남도 함양군 휴천면 운서길 106 ,무더위쉼터,35.4362604,127.7534859,경남,함양군,경남 함양군,
소태1리경로당,경상북도 울진군 온정면소태3길 39,무더위쉼터,36.7240004,129.3437645,경북,울진군,경북 울진군,
소은1리마을회관,경상북도 상주시 외남면소은1길 61,무더위쉼터,36.3747244,128.1044,경북,상주시,경북 상주시,
소아마을쉼터2,경상남도 진주시 일반성면 반성로127번길 4-5,무더위쉼터,35.167958,128.308938,경남,진주시,경남 진주시,
손목1경로당,경상남도 합천군 용주면손목2길 13,무더위쉼터,35.5539366,128.1279781,경남,합천군,경남 합천군,
시산양수장버스정류장앞,경상남도 김해시 한림면 한림로 708 ,무더위쉼터,35.3385573,128.7799507,경남,김해시,경남 김해시,
시청본관(옥상),경상남도 김해시 김해대로 2401,무더위쉼터,35.228282,128.890258,경남,김해시,경남 김해시,
시청앞스마트승강장(31109),울산광역시 남구 중앙로 201 (신정동),무더위쉼터,35.5388453,129.3117167,울산,남구,울산 남구,
손곡정,경상남도 함양군 유림면 손곡길 11 ,무더위쉼터,35.4549139,127.7781175,경남,함양군,경남 함양군,
동호야외 무더위쉼터,경상남도 거창군 웅양면 동호1길 157,무더위쉼터,35.7992525,127.9241327,경남,거창군,경남 거창군,
길곡마을회관,경상남도 밀양시 상동면상동가곡1길 15-32,무더위쉼터,35.5277957,128.7819915,경남,밀양시,경남 밀양시,
두산위브2차1단지경로당,"경상남도 양산시 신덕계8길 37 (덕계동, 양산 두산위브 2차(1단지))",무더위쉼터,35.3755004,129.1622096,경남,양산시,경남 양산시,
길천마을회관정자,부산광역시 기장군 장안읍 길천1길 35-2,무더위쉼터,35.328004,129.286386,부산,기장군,부산 기장군,
길천여자경로당,부산광역시 기장군 장안읍 길천2길 26 (노인정),무더위쉼터,35.327794,129.282067,부산,기장군,부산 기장군,
두산마을정자목쉼터,경상남도 진주시 문산읍 두산길 246,무더위쉼터,35.1484509,128.1482887,경남,진주시,경남 진주시,
김해보건소,경상남도 김해시 분성로 227,무더위쉼터,35.23248,128.8704026,경남,김해시,경남 김해시,
도남주공아파트1,"경상남도 통영시 발개로 153 (도남동, 충무도남주공아파트)",무더위쉼터,34.826447,128.421549,경남,통영시,경남 통영시,
도남주공아파트2,"경상남도 통영시 발개로 153 (도남동, 충무도남주공아파트)",무더위쉼터,34.826855,128.421667,경남,통영시,경남 통영시,
도남트라이애슬론광장앞정자,경상남도 통영시 도남로 286 (도남동),무더위쉼터,34.826067,128.432476,경남,통영시,경남 통영시,
도동소공원,경상북도 울릉군 울릉읍 도동1길 5-3,무더위쉼터,37.482208,130.908141,경북,울릉군,경북 울릉군,
두산포세이돈경로당,"부산광역시 동구 자성로116번길 2 (범일동, 두산위브포세이돈Ⅱ)",무더위쉼터,35.1357208,129.0634614,부산,동구,부산 동구,
도동나무그늘,경상남도 거창군 도동길 4 (주상면),무더위쉼터,35.7965668,127.876596,경남,거창군,경남 거창군,
김해교육지원청김해행복마을학교(옥상),경상남도 김해시 구지로 127 (대성동),무더위쉼터,35.2394855,128.8771742,경남,김해시,경남 김해시,
김해농협서김해지점,경상남도 김해시 전하로 53,무더위쉼터,35.2210919,128.8542228,경남,김해시,경남 김해시,
두곡리할머니,경상북도 청도군 매전면 두곡길 110 ,무더위쉼터,35.7069633,128.7950474,경북,청도군,경북 청도군,
김해문화원(옥상),경상남도 김해시 분성로 225 (외동),무더위쉼터,35.2316747,128.8706743,경남,김해시,경남 김해시,
두봉골경로당,대구광역시 수성구 달구벌대로522길 121-20,무더위쉼터,35.852463,128.645076,대구,수성구,대구 수성구,
두곡정자야외쉼터,경상남도 밀양시 청도면 두곡2길 78,무더위쉼터,35.5575535,128.6160432,경남,밀양시,경남 밀양시,
김해시서부보건소,경상남도 김해시 능동로 149 (부곡동),무더위쉼터,35.202268,128.8072944,경남,김해시,경남 김해시,
김해어린이영어도서관,경상남도 김해시 부곡로 57 (김해시장유출장소),무더위쉼터,35.20931,128.798255,경남,김해시,경남 김해시,
김해주촌두산위브더제니스경로당,경상남도 김해시 주촌면 주선로 34 (김해주촌두산위브더제니스),무더위쉼터,35.236327,128.845134,경남,김해시,경남 김해시,
도담도담작은도서관,경상북도 경산시 삼성현로31길 9 (옥산동),무더위쉼터,35.8194395,128.7211363,경북,경산시,경북 경산시,
김해율하도서관,경상남도 김해시 율하2로 210,무더위쉼터,35.172614,128.820823,경남,김해시,경남 김해시,
두산제1경로당,대구광역시 수성구 지범로 21-11,무더위쉼터,35.8291873,128.625019,대구,수성구,대구 수성구,
두산위브두리마을경로당,"경상남도 양산시 신덕계8길 40 (덕계동, 양산 두산위브 2차(2단지))",무더위쉼터,35.3759072,129.1604125,경남,양산시,경남 양산시,
도담공원,"경상북도 구미시 옥계신당로5길 51 (옥계동, 도담공원화장실)",무더위쉼터,36.140482,128.422165,경북,구미시,경북 구미시,
두리공원경로당,대구광역시 수성구 고산로4안길 31,무더위쉼터,35.83142,128.703932,대구,수성구,대구 수성구,
동흔경로당,대구광역시 서구 국채보상로76길 27-1 (비산동),무더위쉼터,35.8695474,128.5721028,대구,서구,대구 서구,
두리봉경로당,대구광역시 수성구 달구벌대로530길 92,무더위쉼터,35.8523137,128.651269,대구,수성구,대구 수성구,
도금물(쌍호2리),경상북도 의성군 안사면 쌍호3길 27 ,무더위쉼터,36.5161508,128.424751,경북,의성군,경북 의성군,
두동정,경상남도 함양군 지곡면 두동길 6-6 ,무더위쉼터,35.5726625,127.7380542,경남,함양군,경남 함양군,
두류정,경상남도 함양군 마천면 칠선로 230 ,무더위쉼터,35.3885707,127.6954935,경남,함양군,경남 함양군,
상삼마을원두막,경상남도 양산시 상북면 소토로 99,무더위쉼터,35.42095,129.058355,경남,양산시,경남 양산시,
선진마을앞도로변공터,경상남도 사천시 용현면 화곡길 261,무더위쉼터,35.022909,128.037071,경남,사천시,경남 사천시,
센트로팰리스경로당,"대구광역시 중구 대봉로 260  (대봉동, 센트로 팰리스)",무더위쉼터,35.861543,128.6007529,대구,중구,대구 중구,
상삼마을회관원두막,경상남도 양산시 상북면 수서로 55,무더위쉼터,35.425252,129.05972,경남,양산시,경남 양산시,
선화경로당,부산광역시 동구 초량로80번길 32 (초량동),무더위쉼터,35.1215321,129.0347537,부산,동구,부산 동구,
선화부녀경로당,부산광역시 동구 초량로80번길 32 (초량동),무더위쉼터,35.1215169,129.0347508,부산,동구,부산 동구,
상점마을회관,경상남도 김해시 대청계곡길 183,무더위쉼터,35.1834605,128.7755912,경남,김해시,경남 김해시,
상인담마을,경상남도 진주시 금곡면 무선산로464번길 40,무더위쉼터,35.1090468,128.1688241,경남,진주시,경남 진주시,
선경아파트경로당,울산광역시 남구 돋질로 262,무더위쉼터,35.543051,129.334566,울산,남구,울산 남구,
상촌마을쉼터1,경상남도 진주시 일반성면 운천길160번길 90,무더위쉼터,35.155242,128.271191,경남,진주시,경남 진주시,
선우4차아파트정자,경상남도 양산시 평산회야로 137,무더위쉼터,35.377932,129.1514,경남,양산시,경남 양산시,
선린종합사회복지관,대구광역시 북구 관음동로9길 10-25 (관음동),무더위쉼터,35.9378189,128.5455322,대구,북구,대구 북구,
선리마을정자,경상남도 양산시 원동면 배내로 452 ,무더위쉼터,35.4874957,128.9867744,경남,양산시,경남 양산시,
선동마을쉼터,경상남도 진주시 일반성면 동부로2059번길 38 (선동 새마을 경노회관),무더위쉼터,35.171562,128.289916,경남,진주시,경남 진주시,
상좌원리경로당,경상북도 김천시 구성면 상좌원1길 106,무더위쉼터,36.034997,128.0437725,경북,김천시,경북 김천시,
상차리경로당,울산광역시 울주군 두서면 소호령길 676,무더위쉼터,35.639388,129.119122,울산,울주군,울산 울주군,
