"SN","FLDN_DOWA","FLDN_GRD","FLDN_AREA","FLDN_YR","FLDN_DST_NM","FLDN_CS_DTL_NM","FLDN_BGNG_YMD","FLDN_END_YMD","FLDN_BGNG_TM","FLDN_END_TM","STDG_CTPV_CD","STDG_SGG_CD","GEOM"
"일련번호","침수수심","침수등급","침수면적","침수연도","침수재해명","침수원인상세명","침수시작일자","침수종료일자","침수시작시각","침수종료시각","법정동시도코드","법정동시군구코드","지오메트리"
"4","2.88","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390639.488038899 4297728.26818108,14390614.125594901 4297744.6926758699,14390588.038564701 4297756.2666857997,14390572.159902601 4297761.0034603002,14390551.504744399 4297765.3121880703,14390543.2472366 4297768.3899185704,14390527.391155999 4297771.4841155997,14390506.361633901 4297773.0032311296,14390479.2852934 4297771.3910119804,14390418.527803101 4297744.5596162602,14390337.837703001 4297702.6795037296,14390321.4033764 4297694.2612375496,14390290.0539921 4297678.19653494,14390265.9100192 4297666.10039654,14390260.572964501 4297663.3778118296,14390266.3356579 4297662.38137889,14390269.188642099 4297652.6909834202,14390269.3930253 4297641.2390256198,14390269.469414599 4297637.17978827,14390289.5714348 4297637.2334763398,14390295.868484501 4297636.2525827698,14390297.099961501 4297633.3952272097,14390318.5691045 4297633.4720433503,14390326.746551 4297631.2875849502,14390345.183579501 4297629.6691872803,14390368.836045301 4297637.2381885098,14390381.767267801 4297644.3132826099,14390411.469201701 4297652.2544573797,14390416.636548599 4297644.4804754304,14390426.318700699 4297633.44236614,14390460.369613901 4297596.9216784704,14390474.156044699 4297578.43494251,14390477.299321299 4297577.3624610202,14390491.5107312 4297588.0554310204,14390497.094358699 4297596.8641508603,14390500.4478197 4297614.3385433704,14390491.7273061 4297620.9435503203,14390486.717020299 4297626.19042324,14390485.2500882 4297638.0029567201,14390474.608255399 4297651.9164816504,14390470.072495701 4297660.5254330803,14390467.3243543 4297668.3580954196,14390467.822184101 4297682.3896164196,14390462.969129199 4297687.3419753602,14390471.543869801 4297690.0629058704,14390474.556535 4297683.2984252404,14390474.518827399 4297669.6348634604,14390479.912536001 4297656.5643767202,14390489.1730392 4297641.2700781403,14390507.568835599 4297650.2204333404,14390524.825809 4297657.0739056002,14390528.348625701 4297666.4660410397,14390530.1163163 4297674.5071881404,14390534.9634904 4297694.7099658297,14390538.1003702 4297701.1407081196,14390539.9365816 4297710.3407096202,14390538.103977101 4297720.6715639597,14390559.089332899 4297723.3479785202,14390570.6184451 4297724.6503158202,14390571.360984599 4297724.7343484303,14390574.7419319 4297726.2384365797,14390578.398886399 4297724.6773671499,14390620.8565134 4297717.0172605403,14390625.7979842 4297716.1260332298,14390642.177935399 4297710.6461713202,14390653.920339899 4297717.5362298796,14390639.488038899 4297728.26818108))"
"259","2.88","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14389577.199575201 4297795.5637099901,14389533.510268699 4297736.5530377496,14389554.2617172 4297723.3036081502,14389588.7822237 4297701.5147262001,14389629.185991401 4297753.6185890799,14389597.2070262 4297780.5147774303,14389577.199575201 4297795.5637099901))"
"184","2.15","5","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391722.239738001 4298344.2186549203,14391750.7694165 4298407.5304058697,14391707.2339746 4298388.6055383803,14391657.6519982 4298373.2055519102,14391722.239738001 4298344.2186549203))"
"286","1.68","2","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391402.7819563 4300893.41556744,14391356.9527936 4300806.47815153,14391426.1081775 4300770.1273016799,14391471.3094496 4300857.7542887898,14391402.7819563 4300893.41556744))"
"112","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390489.1730392 4297641.2700781403,14390500.286284201 4297624.6175895901,14390504.0483247 4297622.8133267397,14390506.464330999 4297621.6536648003,14390509.448984999 4297619.9134430401,14390509.591909699 4297621.6030144999,14390511.750794999 4297628.7623778703,14390517.9652707 4297636.4003953002,14390545.283395199 4297645.1138716098,14390569.220435601 4297654.7196238702,14390643.9620497 4297689.4142942596,14390651.357045 4297693.0083107604,14390627.170511199 4297713.4465975501,14390620.8565134 4297717.0172605403,14390578.398886399 4297724.6773671499,14390574.7419319 4297726.2384365797,14390570.9897137 4297724.6922701504,14390538.103977101 4297720.6715639597,14390539.9365816 4297710.3407096202,14390538.1003702 4297701.1407081196,14390534.9634904 4297694.7099658297,14390528.348625701 4297666.4660410397,14390524.825809 4297657.0739056002,14390507.568835599 4297650.2204333404,14390489.1730392 4297641.2700781403))"
"224","0.42","1","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391082.6927802 4300831.2555782096,14391079.3623487 4300831.5092277899,14391080.3329808 4300822.8283722596,14391081.764200499 4300818.96628867,14391093.117337801 4300811.1835723203,14391109.7778595 4300791.5898836302,14391118.104277 4300771.4989389498,14391118.4504022 4300764.0923081702,14391112.6232168 4300750.7504366497,14391113.7550223 4300737.9445678303,14391119.945615601 4300725.6503483597,14391120.335121101 4300707.9580176296,14391112.512068899 4300700.4320672397,14391111.1568029 4300698.2954969304,14391124.004947601 4300695.0136556197,14391143.204206601 4300685.1845560903,14391147.1340113 4300682.5295306202,14391149.9122511 4300676.9052506303,14391150.8561299 4300674.11131809,14391154.5784197 4300672.7935250802,14391166.976851 4300673.7998808604,14391172.7793575 4300674.9464632701,14391175.775243901 4300676.9865904897,14391182.655132599 4300682.7285794904,14391189.8097507 4300685.8506415803,14391187.769125599 4300709.8454251401,14391188.231369199 4300722.3317948896,14391185.7028859 4300740.24085759,14391178.388758 4300770.35622105,14391176.983813699 4300770.3602644196,14391170.7466205 4300771.3725140803,14391165.7538657 4300772.77042027,14391155.8514203 4300775.5433689598,14391152.275165999 4300800.2461088803,14391146.939973701 4300802.7404859997,14391130.956862601 4300806.8854847597,14391122.3776491 4300810.0462305201,14391106.5719907 4300812.8045091201,14391100.2027729 4300815.9465785204,14391093.455593999 4300814.7740842504,14391085.703165101 4300820.0016946904,14391082.958097201 4300824.6613727901,14391082.6927802 4300831.2555782096))"
"155","1.28","3","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392000.292181799 4300467.8608707804,14391962.4660111 4300445.1869433401,14392030.9476141 4300337.8427231302,14392062.728706701 4300357.8608509498,14392067.2197106 4300360.6957548801,14392000.292181799 4300467.8608707804))"
"63","0.2","1","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390836.5329233 4297739.4612064799,14390837.5465889 4297791.2265867703,14390828.0144857 4297814.7975439299,14390807.005277401 4297848.8150268598,14390805.718003299 4297862.6271628402,14390814.596181201 4297927.5583358305,14390811.765554801 4297946.4764744099,14390790.0291843 4297933.2004160499,14390788.7106758 4297929.1178383902,14390783.9782985 4297915.8469821196,14390778.3996266 4297898.7153468896,14390786.3272826 4297801.1810940905,14390836.5329233 4297739.4612064799))"
"225","0.61","2","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391933.411075599 4298156.7134992499,14391923.360838501 4298134.4119740501,14391913.089282 4298111.6234705597,14392026.9514118 4298059.3883314095,14392036.439380599 4298081.8105683597,14392045.2550669 4298102.65278986,14391933.411075599 4298156.7134992499))"
"234","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14389503.732977301 4297918.2389792698,14389500.8804661 4297914.5227749897,14389481.4801932 4297889.24633196,14389425.6723396 4297817.6813521404,14389503.5243161 4297756.97733978,14389559.6410347 4297828.7284912504,14389610.159922799 4297894.3405482201,14389617.645351401 4297904.0407687696,14389618.7953676 4297903.1469679996,14389623.148355 4297908.8973911302,14389609.8467122 4297918.88378176,14389597.262103399 4297918.5606494397,14389595.803414799 4297919.6047774199,14389545.148663601 4297918.8538091099,14389503.732977301 4297918.2389792698))"
"121","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390426.318700699 4297633.44236614,14390416.636548599 4297644.4804754304,14390411.469201701 4297652.2544573797,14390381.767267801 4297644.3132826099,14390368.836045301 4297637.2381885098,14390345.183579501 4297629.6691872803,14390326.746551 4297631.2875849502,14390299.6898566 4297608.8526589004,14390339.1564478 4297562.7033775803,14390363.212369099 4297527.9839237398,14390375.0656363 4297510.2690331396,14390367.5166531 4297505.6782176699,14390382.0422225 4297511.3961799396,14390389.978905199 4297513.7084002299,14390392.085932899 4297511.9508834397,14390392.3319757 4297521.5072633401,14390406.1478939 4297530.2401763098,14390406.134789299 4297536.7375156796,14390409.3213581 4297537.9905963503,14390411.808003901 4297533.3172431998,14390413.607213801 4297531.3872652501,14390450.310380301 4297547.7697245199,14390459.453707799 4297553.9256058102,14390457.2968811 4297565.7871073997,14390460.044902099 4297574.4971650699,14390465.4318629 4297577.0027011801,14390474.156044699 4297578.43494251,14390460.369613901 4297596.9216784704,14390426.318700699 4297633.44236614))"
"104","2.6","5","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391865.112460099 4298523.9834987,14391842.014591699 4298515.4685940798,14391787.710050801 4298486.23241466,14391758.995839501 4298470.4535849504,14391729.7427285 4298455.5948697003,14391743.9093589 4298445.11701125,14391763.0796338 4298428.8941233102,14391768.6335997 4298423.1759465002,14391787.667170299 4298442.2485876,14391810.9795704 4298461.4314585105,14391824.023402199 4298472.6923559001,14391849.1531718 4298491.9567520199,14391858.9016835 4298504.5609069504,14391867.261087099 4298515.2836202998,14391865.112460099 4298523.9834987))"
"188","1.26","3","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392535.5736694 4300779.9402507599,14392530.5959798 4300777.9930013204,14392520.627056001 4300776.2406840604,14392523.5150044 4300771.1427752702,14392533.0925835 4300757.5303131901,14392542.833202999 4300761.9792568795,14392540.6127203 4300766.7440790497,14392540.6689911 4300768.2134199096,14392535.5736694 4300779.9402507599))"
"201","0.95","2","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390474.8323396 4296878.4447158296,14390517.1748659 4296827.3363889102,14390566.456010399 4296801.7215497298,14390586.912306 4296783.8199006496,14390588.042646199 4296781.99325528,14390609.7868939 4296806.0817016801,14390681.8432655 4296886.6480324604,14390687.546751801 4296892.9730892098,14390726.469171699 4296937.5222474504,14390754.1685779 4296968.9576667696,14390761.036189901 4296975.4121115599,14390746.8762281 4296999.3251057602,14390645.814288899 4296937.7483340604,14390574.269752299 4296891.8281429103,14390586.527935199 4296870.4932674496,14390571.4268688 4296890.3401309503,14390553.093379499 4296919.5589971999,14390526.5539314 4296902.8753186502,14390523.487473501 4296908.4685340496,14390474.8323396 4296878.4447158296))"
"151","1.28","3","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392559.2430057 4300317.5229128301,14392538.4762778 4300351.44147861,14392526.9767201 4300351.2836772902,14392518.359592499 4300352.2072372399,14392500.9414191 4300343.69402174,14392351.4285086 4300249.4408155503,14392363.7650577 4300228.67581248,14392470.118342699 4300295.3768261801,14392482.8253313 4300274.6603374202,14392484.6910553 4300275.9991126098,14392559.2430057 4300317.5229128301))"
"29","1.84","2","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391873.448607299 4298346.7373137698,14391750.6602636 4298073.1208581598,14391864.3693824 4298023.4359732699,14391986.7776176 4298294.9678536998,14391873.448607299 4298346.7373137698))"
"152","1.71","2","275165","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391261.770563301 4300159.1001603603,14391194.189767599 4300085.2069233702,14391216.510429099 4300064.3405188099,14391158.7516382 4300001.2989546601,14391163.7832599 4299981.9232074805,14391165.028415499 4299979.4843680896,14391173.4873541 4299971.64916535,14391219.224865301 4299929.1940190699,14391241.5746751 4299909.3265271802,14391310.728145 4299846.0330843404,14391311.188802401 4299839.0728480602,14391326.049063001 4299829.1748236399,14391332.935900301 4299823.2404277297,14391332.201375401 4299822.3895314299,14391468.8659011 4299695.6696246397,14391536.113065301 4299769.5918173902,14391603.991536001 4299843.4188829605,14391444.169421099 4299990.6718023904,14391398.5906379 4300032.7276926097,14391375.7990153 4300053.7964138398,14391329.796861799 4300095.9261403596,14391261.770563301 4300159.1001603603))"
"278","1.64","2","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392280.0986169 4301323.2650538497,14392285.358497599 4301285.7189652603,14392215.138196301 4301301.6607868699,14392226.353640901 4301252.4092019396,14392229.9085136 4301236.7976022698,14392235.045301899 4301214.2490034597,14392148.5807338 4301232.3678001398,14392160.824957799 4301184.3758056797,14392145.520155501 4301187.9562197197,14392158.0302813 4301147.3388440004,14392207.2975353 4301134.9966039499,14392211.395571301 4301102.7786068497,14392263.040673399 4301089.6523044799,14392300.651755501 4301080.0938573703,14392303.4073519 4301096.8868084401,14392307.254629999 4301109.95878621,14392321.337761899 4301125.2626895905,14392327.303617699 4301138.2480025701,14392329.987524699 4301149.0808703499,14392337.5273619 4301155.7108797198,14392336.097062601 4301172.8326765802,14392325.8671667 4301230.7576181898,14392317.3887395 4301278.44748329,14392309.3027524 4301323.9486987898,14392280.0986169 4301323.2650538497))"
"55","1.84","2","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391490.559023499 4297806.1220129402,14391414.4124572 4297636.6236540498,14391527.722874399 4297586.2149374299,14391569.2027313 4297679.62696438,14391534.9876977 4297734.7517753802,14391490.559023499 4297806.1220129402))"
"260","2.88","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390194.081137 4297480.7558456203,14390210.480660601 4297489.7583471499,14390241.3575314 4297495.71263,14390266.891692 4297500.9340373296,14390292.425870599 4297506.1551380102,14390299.1563507 4297508.8849948104,14390306.992560901 4297509.3146130498,14390300.0342043 4297517.4934952296,14390253.124562999 4297572.6189714205,14390218.6381546 4297544.8101302097,14390142.2981533 4297508.1651806803,14390153.557238 4297487.4665613696,14390160.342799 4297466.0603343695,14390194.081137 4297480.7558456203))"
"257","1.24","3","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391814.8969636 4297891.4027698403,14391804.755044401 4297868.8735624496,14391794.357840801 4297845.9373759003,14391766.1456629 4297784.30900071,14391731.8176028 4297708.9417207297,14391733.069428001 4297708.1307879305,14391758.7168578 4297720.1862439103,14391796.915963 4297742.4563388396,14391805.677281 4297747.2397337798,14391816.1939929 4297752.9789497303,14391822.8834356 4297758.0225082599,14391833.872920999 4297763.6474933801,14391839.423728701 4297766.4096594704,14391840.035833601 4297776.5529763801,14391839.6816245 4297777.4205924403,14391841.096205899 4297781.7209540196,14391854.5398912 4297792.3185267197,14391857.325113 4297795.5388904996,14391858.3082998 4297797.0732655898,14391874.446990401 4297808.1195495399,14391885.7704053 4297817.1257579904,14391897.0976779 4297826.9523255797,14391918.1915309 4297845.5456068404,14391814.8969636 4297891.4027698403))"
"266","1.75","2","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391752.5854325 4299903.8583122902,14391748.4549447 4299835.4167688396,14391748.4439061 4299811.8385707298,14391760.1137313 4299773.5811422104,14391766.9761937 4299758.9157656701,14391776.8904473 4299745.4777667299,14391815.7375615 4299788.39690015,14391839.0571946 4299814.2570558302,14391817.9121786 4299836.5639567599,14391795.429159399 4299857.6742536696,14391774.145564999 4299881.1956133097,14391752.5854325 4299903.8583122902))"
"97","0.18","1","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390481.644861501 4296822.5065035904,14390476.8043915 4296827.8330870904,14390475.7078405 4296829.6317088697,14390426.2803379 4296907.6419502199,14390423.1540916 4296912.5807797499,14390417.1472592 4296908.5265405299,14390393.940372299 4296906.3075549798,14390396.7753025 4296904.9606804401,14390391.6356925 4296904.76788738,14390384.280920601 4296900.6739927102,14390385.1270086 4296893.8028607201,14390389.546853499 4296886.2112108096,14390397.7064826 4296860.7227753997,14390391.2614008 4296852.2292591501,14390376.500035999 4296877.6431769198,14390366.008821899 4296866.2688365802,14390372.059111301 4296855.5985088004,14390382.046160299 4296840.3068039902,14390387.665034501 4296830.29621395,14390392.056373499 4296828.0452921297,14390404.594517199 4296827.1584982397,14390418.4852443 4296824.7931502396,14390433.180799801 4296817.5846714703,14390441.791128799 4296816.0597492503,14390471.6184041 4296822.5156535599,14390477.623135399 4296823.5278596301,14390481.644861501 4296822.5065035904))"
"168","1.26","3","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392105.0328873 4301100.8308206303,14392118.6417302 4301047.8201807803,14392068.784753799 4301043.7702989699,14392083.9557337 4301023.5638101203,14392089.4590727 4301016.2346952297,14392098.376262899 4301004.3577995198,14392098.535704 4301003.9791356297,14392101.531444199 4300996.9240718503,14392115.4555002 4300983.55961865,14392206.5773568 4300970.8019591402,14392194.8747127 4301008.7369182101,14392181.3261216 4301052.9115546104,14392164.231468501 4301108.6707087504,14392105.0328873 4301100.8308206303))"
"80","1.28","3","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390276.0381168 4297194.0318583697,14390272.7028722 4297180.8916722303,14390271.102850899 4297174.9059450403,14390322.1083066 4297094.6144852797,14390330.809760099 4297100.0974049997,14390286.238646001 4297169.5919409804,14390276.0381168 4297194.0318583697))"
